"Incident ID","Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
1839559,"October 31, 2020",Delaware,Dover,"100 block of Cherry St",0,0,N/A
1838831,"October 29, 2020",Delaware,Wilmington,"1300 block of E 24th St",0,1,N/A
1839560,"October 28, 2020",Delaware,Selbyville,"Lincoln St",0,0,N/A
1838296,"October 28, 2020",Delaware,Dover,"W Division St and S West St",0,0,N/A
1836033,"October 27, 2020",Delaware,Wilmington,"300 block of W 7th St",0,1,N/A
1834687,"October 25, 2020",Delaware,Wilmington,"1100 block of N Heald St",1,0,N/A
1834689,"October 25, 2020",Delaware,Wilmington,"2300 block of N Pine St",1,0,N/A
1835620,"October 25, 2020",Delaware,Smyrna,"Kristin Ct",0,0,N/A
1833798,"October 24, 2020",Delaware,Wilmington,"900 block of N Pine St",0,1,N/A
1833796,"October 24, 2020",Delaware,Wilmington,"700 block of N Madison St",0,1,N/A
1833033,"October 24, 2020",Delaware,Newark,"22 Marrows Rd",1,1,N/A
1842677,"October 22, 2020",Delaware,Wilmington,"1400 block of N Harrison St",0,0,N/A
1830271,"October 20, 2020",Delaware,Bear,"1100 Pulaski Hwy",1,0,N/A
1835621,"October 20, 2020",Delaware,"Wilmington (Edgemoor)","1000 block of Westlawn Ct",0,0,N/A
1830273,"October 20, 2020",Delaware,Laurel,"701 Little Creek Dr",0,1,N/A
1828677,"October 16, 2020",Delaware,Milford,"200 block of SE 2nd St",0,0,N/A
1825851,"October 15, 2020",Delaware,Dover,"Steel Rd",0,0,N/A
1824886,"October 14, 2020",Delaware,Wilmington,"N 22nd St and E Church St",0,1,N/A
1821977,"October 11, 2020",Delaware,Wilmington,"700 block of E 10th St",1,0,N/A
1821393,"October 10, 2020",Delaware,Townsend,"Harvey Straughn Rd",0,0,N/A
1819842,"October 9, 2020",Delaware,"Wilmington (Edgemoor)","Haines Ave",0,1,N/A
1824101,"October 9, 2020",Delaware,Smyrna,"Wheatleys Pond Rd",0,0,N/A
1819835,"October 9, 2020",Delaware,Wilmington,"1300 block of E 29th St",0,3,N/A
1821391,"October 9, 2020",Delaware,Millsboro,"Screenhouse Ln",0,0,N/A
1821389,"October 9, 2020",Delaware,Milton,"20800 block of W Springside Dr",0,0,N/A
1819230,"October 8, 2020",Delaware,Milford,"902 N Dupont Blvd",0,0,N/A
1819223,"October 7, 2020",Delaware,Wilmington,"E 24th St and Lamotte St",0,2,N/A
1817069,"October 6, 2020",Delaware,Wilmington,"2300 block of Jessup St",0,1,N/A
1815273,"October 4, 2020",Delaware,Wilmington,"1300 block of W 5th St",0,1,N/A
1812377,"October 2, 2020",Delaware,"New Castle","4010 N Dupont Hwy",2,0,N/A
1813254,"October 2, 2020",Delaware,Newark,"140 Pencader Plaza",0,0,N/A
1814041,"October 2, 2020",Delaware,Dover,"200 block of David Hall Rd",1,0,N/A
1810423,"September 30, 2020",Delaware,Wilmington,"400 block of Morehouse Dr",0,1,N/A
1811423,"September 30, 2020",Delaware,"Newark (Christiana)","410 Eagle Run Rd",0,1,N/A
1809197,"September 28, 2020",Delaware,Wilmington,"1200 block of Pleasant St",0,1,N/A
1808267,"September 27, 2020",Delaware,Dover,"100 block of Willis Rd",0,0,N/A
1808223,"September 27, 2020",Delaware,Dover,"100 Electric Ave",1,1,N/A
1808282,"September 26, 2020",Delaware,Dover,"700 block of Forest St",0,0,N/A
1806184,"September 26, 2020",Delaware,Wilmington,"50 block of 9th Ave",1,0,N/A
1805684,"September 24, 2020",Delaware,Wilmington,"3408 Lancaster Pike",0,0,N/A
1804599,"September 24, 2020",Delaware,Wilmington,"1100 block of Maryland Ave",0,1,N/A
1804593,"September 23, 2020",Delaware,Wilmington,"1022 Delaware Ave",1,0,N/A
1804591,"September 23, 2020",Delaware,Wilmington,"800 block of W 7th St",0,1,N/A
1804585,"September 23, 2020",Delaware,Wilmington,"4817 Governor Printz Blvd",0,3,N/A
1802884,"September 22, 2020",Delaware,Wilmington,"2400 block of N Tatnall St",0,2,N/A
1800875,"September 20, 2020",Delaware,"Wilmington (Elsmere)","50 block of Tamarack Ave",0,2,N/A
1801848,"September 19, 2020",Delaware,Smyrna,"Woodland Beach Rd",0,0,N/A
1801831,"September 19, 2020",Delaware,Newark,"N Thistle Way",0,0,N/A
1799930,"September 18, 2020",Delaware,Newark,"900 Churchmans Rd",0,0,N/A
1798207,"September 16, 2020",Delaware,Milford,"300 Aurora Pl",1,0,N/A
1796595,"September 15, 2020",Delaware,Wilmington,"600 block of N Lincoln St",0,2,N/A
1798211,"September 14, 2020",Delaware,Milford,"900 blocks of N Church St",0,0,N/A
1795377,"September 14, 2020",Delaware,Wilmington,"Vandever Ave and N Locust St",1,0,N/A
1794462,"September 13, 2020",Delaware,Wilmington,"1700 block of Tulip St",1,0,N/A
1793315,"September 12, 2020",Delaware,Wilmington,"Pine St and Taylor St",0,1,N/A
1793310,"September 12, 2020",Delaware,Wilmington,"200 block of S Harrison St",1,0,N/A
1793312,"September 12, 2020",Delaware,Wilmington,"500 block of S Locust St",0,1,N/A
1793317,"September 12, 2020",Delaware,Wilmington,"E 23rd St and Pine St",0,1,N/A
1793618,"September 12, 2020",Delaware,Smyrna,"100 block of Lincoln St",0,2,N/A
1797032,"September 10, 2020",Delaware,Dover,"100 block of Willis Rd",0,0,N/A
1790898,"September 9, 2020",Delaware,Wilmington,"4800 block of Governor Printz Blvd",1,0,N/A
1790568,"September 9, 2020",Delaware,Wilmington,"3400 block of Church St",2,0,N/A
1789507,"September 8, 2020",Delaware,Wilmington,"1000 block of W 7th St",0,1,N/A
1789505,"September 8, 2020",Delaware,Wilmington,"500 block of Pine St",1,0,N/A
1787350,"September 6, 2020",Delaware,Felton,"5000 block of Canterbury Rd",0,0,N/A
1789708,"September 6, 2020",Delaware,Dover,"1210 White Oak Rd",0,1,N/A
1786009,"September 5, 2020",Delaware,Wilmington,"600 block of W 5th St",0,1,N/A
1784829,"September 3, 2020",Delaware,Wilmington,"100 block of W 40th St",0,2,N/A
1784824,"September 3, 2020",Delaware,Smyrna,"E Redbrook Pl",0,0,N/A
1782654,"September 2, 2020",Delaware,Wilmington,"200 block of N Madison St",0,1,N/A
1783862,"September 2, 2020",Delaware,Dover,"300 block of Simon Cir",0,0,N/A
1784841,"September 2, 2020",Delaware,Bear,"711 Pulaski Hwy",0,0,N/A
1794983,"September 1, 2020",Delaware,Wilmington,"1500 block of W 7th St",0,0,N/A
1782659,"September 1, 2020",Delaware,Dover,"300 Isabelle Isle",0,1,N/A
1780857,"August 31, 2020",Delaware,Wilmington,"700 block of Jefferson St",0,1,N/A
1782664,"August 31, 2020",Delaware,Dover,"100 block of Willis Rd",0,0,N/A
1780438,"August 30, 2020",Delaware,Wilmington,"1500 block of W 3rd St",0,2,N/A
1780374,"August 30, 2020",Delaware,Claymont,"50 block of N Avon Dr",0,1,N/A
1780443,"August 30, 2020",Delaware,Wilmington,"800 block of N Monroe St",0,1,N/A
1779104,"August 28, 2020",Delaware,Wilmington,"1100 block of W 2nd St",0,1,N/A
1797020,"August 28, 2020",Delaware,Wilmington,"1000 block of Shallcross Ave",0,0,N/A
1777922,"August 27, 2020",Delaware,Ellendale,"12000 block of N Old State Rd",1,0,N/A
1777934,"August 27, 2020",Delaware,Newark,"2275 Pulaski Hwy",0,0,N/A
1777910,"August 27, 2020",Delaware,Wilmington,"800 block of Tatnall St",0,1,N/A
1777907,"August 27, 2020",Delaware,Wilmington,"3209 Miller Rd",0,2,N/A
1776812,"August 26, 2020",Delaware,Dover,"642 S Queen St",0,0,N/A
1774611,"August 24, 2020",Delaware,Wilmington,"Edgemoor Rd and Marsh Rd",0,1,N/A
1773035,"August 23, 2020",Delaware,Wilmington,"50 block of E 24th St",0,2,N/A
1772323,"August 23, 2020",Delaware,Wilmington,"700 block of E 10th St",0,1,N/A
1773207,"August 23, 2020",Delaware,Wilmington,"W 7th St and West St",0,0,N/A
1772162,"August 22, 2020",Delaware,Newark,"240 Chapman Rd",0,1,N/A
1772157,"August 21, 2020",Delaware,Seaford,"700 block of Collins Ave",0,2,N/A
1772155,"August 21, 2020",Delaware,Dover,"805 S Governors Ave",0,0,N/A
1770813,"August 21, 2020",Delaware,Wilmington,"700 block of N Washington St",0,1,N/A
1768610,"August 19, 2020",Delaware,"Wilmington (Edgemoor)","Rysing Dr and Polk Rd",1,1,N/A
1766660,"August 15, 2020",Delaware,Dover,"411 S Queen St",0,0,N/A
1775617,"August 15, 2020",Delaware,Wilmington,"1300 block of E 29th St",0,0,N/A
1765441,"August 15, 2020",Delaware,Wilmington,"2500 block of N Tatnall St",0,1,N/A
1761555,"August 11, 2020",Delaware,Wilmington,"2400 block of Washington St",0,1,N/A
1763290,"August 11, 2020",Delaware,"New Castle","1515 N DuPont Pkwy",0,0,N/A
1763981,"August 11, 2020",Delaware,Magnolia,"50 block of Cherry Dr W",0,0,N/A
1761552,"August 10, 2020",Delaware,Wilmington,"800 block of N Pine St",1,1,N/A
1762483,"August 10, 2020",Delaware,Newark,"100 block of W Main St",0,0,N/A
1758683,"August 8, 2020",Delaware,Seaford,"22588 Bridgeville Hwy",1,0,N/A
1761550,"August 8, 2020",Delaware,Newark,"240 Chapman Rd",0,0,N/A
1761549,"August 8, 2020",Delaware,Dover,"200 block of N Governors Blvd",0,0,N/A
1758208,"August 7, 2020",Delaware,Wilmington,"E 24th St and Carter St",0,1,N/A
1758692,"August 7, 2020",Delaware,Wilmington,"W 29th St and Washington St",0,1,N/A
1757482,"August 6, 2020",Delaware,Wilmington,"2300 block of Carter St",0,2,N/A
1756451,"August 5, 2020",Delaware,Wilmington,"2700 block of N Market St",0,2,N/A
1755601,"August 4, 2020",Delaware,Dover,"S New St and Reed St",0,0,N/A
1755598,"August 4, 2020",Delaware,Wilmington,"2300 block of Carter St",0,1,N/A
1749288,"July 29, 2020",Delaware,Wilmington,"900 block of N Lombard St",1,0,N/A
1750157,"July 29, 2020",Delaware,Wilmington,"5209 Concord Pike",0,0,N/A
1749281,"July 28, 2020",Delaware,Wilmington,"1100 block of Beech St",2,2,N/A
1748298,"July 28, 2020",Delaware,Milford,"9 Pennsylvania Ave",1,0,N/A
1747874,"July 27, 2020",Delaware,Wilmington,"E 12th St and N Walnut St",0,1,N/A
1748307,"July 26, 2020",Delaware,Millsboro,"Golden Arrow Ct",0,0,N/A
1747604,"July 26, 2020",Delaware,Wilmington,"100 block of N Franklin St",0,1,N/A
1748347,"July 25, 2020",Delaware,Dover,"N Governors Blvd",0,0,N/A
1745374,"July 24, 2020",Delaware,Wilmington,"50 block of Jensen Dr",0,2,N/A
1746056,"July 24, 2020",Delaware,Dover,"1440 N Dupont Hwy",0,0,N/A
1743660,"July 23, 2020",Delaware,Wilmington,"E 25th St and Jessup St",0,1,N/A
1741219,"July 19, 2020",Delaware,Lincoln,"22000 block of Pine Haven Rd",0,0,N/A
1740167,"July 19, 2020",Delaware,"Wilmington (Elsmere)","Court Dr and Lancaster Ave",0,0,N/A
1738829,"July 18, 2020",Delaware,Wilmington,"50 block of E 13th St",0,1,N/A
1739407,"July 18, 2020",Delaware,Milford,"Betsy Ross Cir",0,0,N/A
1738837,"July 18, 2020",Delaware,Wilmington,"70 Court Dr",0,1,N/A
1737948,"July 16, 2020",Delaware,Dover,"100 N DuPont Hwy",0,0,N/A
1737489,"July 16, 2020",Delaware,Wilmington,"2800 block of Northeast Blvd",0,1,N/A
1737956,"July 15, 2020",Delaware,Milford,"Aurora Pl and Allen Way",0,0,N/A
1735761,"July 15, 2020",Delaware,Wilmington,"500 block of Homestead Rd",0,1,N/A
1736610,"July 15, 2020",Delaware,Milford,"Betsy Ross Cir",0,1,N/A
1735758,"July 14, 2020",Delaware,Wilmington,"Bedford Dr",0,0,N/A
1735747,"July 14, 2020",Delaware,Dover,"400 block of E Water St",0,0,N/A
1735736,"July 14, 2020",Delaware,Wilmington,"400 block of N Madison St",0,1,N/A
1735756,"July 14, 2020",Delaware,Wilmington,"S Clifton Ave and Sylvan Ave",0,1,N/A
1791699,"July 14, 2020",Delaware,Smyrna,"Locust St and E Commerce St",0,1,N/A
1733289,"July 13, 2020",Delaware,Wilmington,"700 block of W 4th St",0,1,N/A
1733301,"July 13, 2020",Delaware,Milton,"28000 block of Fisher Rd",0,0,N/A
1733287,"July 12, 2020",Delaware,Wilmington,"800 block of W 23rd St",0,1,N/A
1732317,"July 12, 2020",Delaware,Felton,"50 block of Skinner Ln",0,0,N/A
1732321,"July 11, 2020",Delaware,Wilmington,"600 block of N Pine St",0,5,N/A
1729647,"July 9, 2020",Delaware,Wilmington,"600 block of N Madison St",0,1,N/A
1730504,"July 9, 2020",Delaware,Bridgeville,"21000 block of Mill Park Dr",0,0,N/A
1728752,"July 8, 2020",Delaware,Dover,"S DuPont Hwy and Loockerman St",1,0,N/A
1729649,"July 8, 2020",Delaware,Dover,"100 block of Mast Cir",0,1,N/A
1729660,"July 7, 2020",Delaware,Dover,"N New St and Fulton St",0,0,N/A
1728744,"July 7, 2020",Delaware,Wilmington,"100 block of N Franklin St",0,2,N/A
1727881,"July 6, 2020",Delaware,Dover,"100 block of S New St",1,0,N/A
1727884,"July 6, 2020",Delaware,Dover,"400 block of E Water St",0,0,N/A
1726544,"July 6, 2020",Delaware,Wilmington,"800 block of N Pine St",1,0,N/A
1727859,"July 6, 2020",Delaware,Wilmington,"800 block of E 13th St",1,0,N/A
1725306,"July 5, 2020",Delaware,Wilmington,"300 block of N Clayton St",1,1,N/A
1727874,"July 5, 2020",Delaware,Middletown,"400 block of Flower Hall Dr",0,2,N/A
1732348,"July 4, 2020",Delaware,"New Castle","50 block of Thorn Ct",1,2,N/A
1725030,"July 4, 2020",Delaware,Wilmington,"W 29th St and Washington St",0,1,N/A
1723563,"July 3, 2020",Delaware,Wilmington,"200 block of N Rodney St",0,1,N/A
1726551,"July 2, 2020",Delaware,Millsboro,"Main St and Daisey Rd",0,0,N/A
1732345,"June 29, 2020",Delaware,Newark,"50 block of Madison Dr",0,0,N/A
1720640,"June 29, 2020",Delaware,Dover,"100 block of S New St",0,0,N/A
1719813,"June 28, 2020",Delaware,Wilmington,"200 block of E 25th St",0,1,N/A
1719025,"June 27, 2020",Delaware,Wilmington,"1000 block of W 8th St",0,1,N/A
1717493,"June 26, 2020",Delaware,Wilmington,"E 7th St and N Spruce St",0,1,N/A
1716264,"June 25, 2020",Delaware,Wilmington,"300 block of E 13th St",1,1,N/A
1715123,"June 23, 2020",Delaware,Wilmington,"100 block of N Rodney St",0,1,N/A
1713999,"June 23, 2020",Delaware,Magnolia,"Lambert Dr",0,1,N/A
1711566,"June 21, 2020",Delaware,Wilmington,"100 block of S Dupont St",0,2,N/A
1712517,"June 21, 2020",Delaware,Magnolia,"800 block of Millchop Ln",0,0,N/A
1711563,"June 20, 2020",Delaware,Greenwood,"10000 block of Memory Rd",0,1,N/A
1711080,"June 19, 2020",Delaware,Dover,"5485 S Dupont Hwy",0,0,N/A
1709640,"June 19, 2020",Delaware,Dover,"200 block of N New St",0,0,N/A
1709631,"June 19, 2020",Delaware,Wilmington,"900 block of Vandever Ave",0,3,N/A
1709623,"June 18, 2020",Delaware,Wilmington,"100 block of E 24th St",0,1,N/A
1709621,"June 18, 2020",Delaware,Wilmington,"2300 block of N Washington St",0,1,N/A
1707796,"June 16, 2020",Delaware,Wilmington,"1700 block of Locust St",1,0,N/A
1707799,"June 16, 2020",Delaware,Wilmington,"W 3rd St and N Clayton St",0,2,N/A
1712532,"June 16, 2020",Delaware,Harrington,"50 block of Clark St",0,0,N/A
1706957,"June 15, 2020",Delaware,Millsboro,"34000 block of Lynch Rd",0,0,N/A
1706953,"June 14, 2020",Delaware,Harrington,"700 block of Messicks Rd",0,0,N/A
1706406,"June 14, 2020",Delaware,Seaford,"400 block of Pine St",0,1,N/A
1703265,"June 11, 2020",Delaware,Milton,"Springside Dr",0,0,N/A
1700681,"June 9, 2020",Delaware,Dover,"50 block of S New St",0,2,N/A
1700669,"June 8, 2020",Delaware,Dover,"Becky Ln",0,0,N/A
1700687,"June 8, 2020",Delaware,Harrington,"1259 Corn Crib Rd",0,0,N/A
1698799,"June 6, 2020",Delaware,Lewes,"33000 block of Sandy Bay Dr",0,1,N/A
1699078,"June 6, 2020",Delaware,Wilmington,"2900 block of N Washington St",0,1,N/A
1698763,"June 5, 2020",Delaware,Dover,"400 block of Barrister Pl",0,2,N/A
1698759,"June 5, 2020",Delaware,Wilmington,"900 block of Bennett St",1,0,N/A
1697492,"June 4, 2020",Delaware,Wilmington,"500 block of E 3rd St",0,1,N/A
1695841,"June 3, 2020",Delaware,Dover,"100 block of Hampton Dr",0,0,N/A
1694963,"June 2, 2020",Delaware,Wilmington,"B St and Townsend St",0,1,N/A
1695844,"June 2, 2020",Delaware,Dover,N/A,0,1,N/A
1694983,"June 1, 2020",Delaware,Dover,"800 block of Woodcrest Turn",0,0,N/A
1694973,"June 1, 2020",Delaware,Dover,"300 block of Kesselring Ave",1,0,N/A
1697502,"May 31, 2020",Delaware,Newark,"2644 Capitol Trail",0,0,N/A
1693175,"May 31, 2020",Delaware,Newark,"500 block of Capitol Trail",0,1,N/A
1694995,"May 31, 2020",Delaware,Dover,"Cecil St and N Governors Ave",0,1,N/A
1693532,"May 30, 2020",Delaware,Wilmington,"600 block of W 5th St",0,1,N/A
1693527,"May 30, 2020",Delaware,Wilmington,"600 block of W 7th St",0,2,N/A
1693523,"May 30, 2020",Delaware,Wilmington,"400 block of W 31st St",0,1,N/A
1695001,"May 30, 2020",Delaware,Seaford,"9000 block of Middleford Rd",0,0,N/A
1694067,"May 30, 2020",Delaware,Dover,"Simon Cir",0,1,N/A
1694062,"May 30, 2020",Delaware,Dover,"2600 block of Kenton Rd",0,0,N/A
1694075,"May 29, 2020",Delaware,Milton,"28000 block of W Springside Dr",0,0,N/A
1692301,"May 29, 2020",Delaware,Wilmington,"800 block of Tatnall St",0,1,N/A
1691857,"May 28, 2020",Delaware,Felton,"Cattle Dr",0,0,N/A
1690535,"May 27, 2020",Delaware,Newark,"520 JFK Memorial Hwy",0,1,N/A
1690542,"May 26, 2020",Delaware,Milford,"100 block of Pritchett Rd",0,0,N/A
1688573,"May 26, 2020",Delaware,Milton,"400 block of S Lake Dr",0,0,N/A
1688880,"May 26, 2020",Delaware,Wilmington,"2200 block of Washington St",0,1,N/A
1688578,"May 25, 2020",Delaware,Dover,"400 block of Barrister Pl",0,0,N/A
1688499,"May 25, 2020",Delaware,Newark,"300 block of Kemper Dr",0,1,N/A
1688554,"May 24, 2020",Delaware,Dover,"1300 S Farmview Dr",0,1,N/A
1685797,"May 21, 2020",Delaware,Dover,"200 block of N Queen St",0,0,N/A
1684741,"May 21, 2020",Delaware,Wilmington,"E 9th St and N Church St",0,1,N/A
1690544,"May 17, 2020",Delaware,Wilmington,"50 block of S Clayton St",0,0,N/A
1681741,"May 17, 2020",Delaware,Wilmington,"1800 block of W 3rd St",0,1,N/A
1682224,"May 17, 2020",Delaware,Wilmington,"2300 block of Carter St",0,2,N/A
1684109,"May 16, 2020",Delaware,Wilmington,"200 block of W 22nd St",0,0,N/A
1681814,"May 16, 2020",Delaware,Claymont,"4th Ave",0,1,N/A
1681528,"May 16, 2020",Delaware,Lincoln,"21000 block of Mayhew Dr",0,0,N/A
1679607,"May 14, 2020",Delaware,Wilmington,"2400 block of Jefferson St",0,1,N/A
1681538,"May 14, 2020",Delaware,Ellendale,"18000 block of S Old State Rd",0,0,N/A
1677150,"May 10, 2020",Delaware,Dover,"4000 block of Vermont Dr",0,0,N/A
1676853,"May 10, 2020",Delaware,Dover,"100 Block of Willis Rd",0,1,N/A
1676857,"May 9, 2020",Delaware,Dover,"150 N DuPont Hwy",0,0,N/A
1675072,"May 8, 2020",Delaware,Bear,"2465 Chesapeake City Rd",3,0,N/A
1675033,"May 7, 2020",Delaware,Wilmington,"600 block of Maryland Ave",0,1,N/A
1673467,"May 2, 2020",Delaware,Wilmington,"3602 Miller Rd",0,0,N/A
1670879,"May 1, 2020",Delaware,Wilmington,"117 Washington Ave",0,0,N/A
1668508,"April 28, 2020",Delaware,Wilmington,"100 block of Ashton St",1,0,N/A
1674329,"April 28, 2020",Delaware,Wilmington,"1700 block of Lancaster Ave",0,0,N/A
1668253,"April 28, 2020",Delaware,"Wilmington (Edgemoor)","S Rodney Dr and Bedford Dr",0,2,N/A
1673484,"April 28, 2020",Delaware,Bear,"900 block of Red Lion Rd",0,0,N/A
1672805,"April 27, 2020",Delaware,Ellendale,"Beaver Dam Rd",0,0,N/A
1666788,"April 26, 2020",Delaware,Georgetown,"Briarwood Rd",0,0,N/A
1666348,"April 25, 2020",Delaware,Wilmington,"800 block of W 5th St",0,1,N/A
1664334,"April 22, 2020",Delaware,"Camden Wyoming (Camden)","9000 block of Willow Grove Rd",0,0,N/A
1663043,"April 20, 2020",Delaware,Magnolia,"300 block of Millchop Ln",0,0,N/A
1662333,"April 19, 2020",Delaware,"New Castle","100 block of Carvel Ave",0,0,N/A
1662231,"April 19, 2020",Delaware,Wilmington,"7th St and Washington St",0,2,N/A
1661534,"April 18, 2020",Delaware,Wilmington,"50 block of S Rodney Dr",0,2,N/A
1661668,"April 18, 2020",Delaware,Milton,"2000 block of Pickwick Dr",0,1,N/A
1660540,"April 17, 2020",Delaware,Claymont,"3000 block of Green St",0,2,N/A
1661291,"April 17, 2020",Delaware,Felton,"8953 S Dupont Hwy",0,0,N/A
1663052,"April 14, 2020",Delaware,Wilmington,"400 block of Vandever Ave",0,0,N/A
1658614,"April 13, 2020",Delaware,Newark,"50 block of New London Ave",0,0,N/A
1657330,"April 12, 2020",Delaware,Wilmington,"E 11th St and N Walnut St",0,1,N/A
1657326,"April 11, 2020",Delaware,Dover,"Presidents Dr and N Governors Blvd",0,0,N/A
1656144,"April 10, 2020",Delaware,Wilmington,"600 block of N Franklin St",0,1,N/A
1654511,"April 7, 2020",Delaware,Wilmington,"300 block of W 20th St",0,0,N/A
1653795,"April 7, 2020",Delaware,Wilmington,"200 block of N Madison St",1,0,N/A
1654498,"April 7, 2020",Delaware,Wilmington,"400 block of W 30th St",0,2,N/A
1654399,"April 7, 2020",Delaware,Wilmington,"W 7th St and N Monroe St",0,1,N/A
1654490,"April 6, 2020",Delaware,Newark,"2000 block of Sunset Lake Rd",0,1,N/A
1653780,"April 6, 2020",Delaware,Millsboro,"Rd 413 and Daisey Rd",0,1,N/A
1653770,"April 6, 2020",Delaware,Felton,"1300 block of Barney Jenkins Rd",0,0,N/A
1652343,"April 4, 2020",Delaware,Wilmington,"50 block of W 27th St",0,1,N/A
1649636,"March 31, 2020",Delaware,Wilmington,"300 block of W 26th St",0,1,N/A
1648874,"March 30, 2020",Delaware,Newark,"69 Greenridge Dr",0,1,N/A
1646539,"March 26, 2020",Delaware,Wilmington,"3000 block of N Monroe St",0,1,N/A
1646543,"March 25, 2020",Delaware,Millsboro,"28000 block of Delaware Ave",0,1,N/A
1645381,"March 24, 2020",Delaware,"New Castle (Minquadale)","Hazeldell Ave and Milford St",0,1,N/A
1646031,"March 23, 2020",Delaware,Newark,"50 block of Plymouth Dr",0,0,N/A
1643570,"March 21, 2020",Delaware,Bear,"700 block of N Huckleberry Ave",0,1,N/A
1642932,"March 17, 2020",Delaware,Wilmington,"2500 block of N West St",0,0,N/A
1641536,"March 17, 2020",Delaware,Wilmington,"300 block of W 37th St",0,1,N/A
1641533,"March 16, 2020",Delaware,Smyrna,"100 block of Blackbird Greenspring Rd",0,0,N/A
1637858,"March 10, 2020",Delaware,Milford,"Bennetts Pier Rd",0,1,N/A
1642113,"March 7, 2020",Delaware,Wilmington,"500 block of W 7th St",0,0,N/A
1635468,"March 6, 2020",Delaware,Seaford,"22588 Bridgeville Hwy",0,1,N/A
1634822,"March 5, 2020",Delaware,Wilmington,"3200 block of W 2nd St",0,1,N/A
1634156,"March 4, 2020",Delaware,Wilmington,"2501 Ebright Rd",0,0,N/A
1633495,"March 2, 2020",Delaware,Dover,"400 block of Ann Moore St",0,0,N/A
1631625,"February 28, 2020",Delaware,Lincoln,"8000 block of Virginia Pine Rd",0,0,N/A
1629970,"February 27, 2020",Delaware,Lincoln,"Virginia Pine Ln and Johnson Rd",0,0,N/A
1629327,"February 25, 2020",Delaware,Dover,"Pine Cabin Rd and Lemay Ln",1,0,N/A
1627204,"February 23, 2020",Delaware,"Rehoboth Beach","19178 Coastal Highway",0,0,N/A
1626971,"February 22, 2020",Delaware,Frederica,"102 S Flack Ave",2,0,N/A
1626974,"February 22, 2020",Delaware,Wilmington,"2200 block of Washington St",0,1,N/A
1629978,"February 22, 2020",Delaware,Wilmington,"2700 block of W 5th St",0,0,N/A
1628623,"February 21, 2020",Delaware,Dover,"1400 block of Garfield Dr",0,0,N/A
1625863,"February 20, 2020",Delaware,Harrington,"100 block of Central Park Dr",0,0,N/A
1625734,"February 20, 2020",Delaware,Wilmington,"1601 N Spruce St",0,1,N/A
1624883,"February 19, 2020",Delaware,Wilmington,"E 7th St and N Pine St",0,3,N/A
1627216,"February 19, 2020",Delaware,Wilmington,"300 block of Concord Ave",0,0,N/A
1624360,"February 18, 2020",Delaware,Wilmington,"1800 block of W 6th St",0,1,N/A
1623621,"February 18, 2020",Delaware,Wilmington,"1100 block of Chestnut St",0,1,N/A
1624390,"February 18, 2020",Delaware,Newark,"600 block of S Old Baltimore Pike",0,0,N/A
1625061,"February 18, 2020",Delaware,Dover,"W North St and Simon Cir",0,1,N/A
1623625,"February 16, 2020",Delaware,Milford,"8000 block of Slaughter Beach Rd",0,0,N/A
1622875,"February 16, 2020",Delaware,Wilmington,"800 block of N Adams St",2,0,N/A
1622475,"February 15, 2020",Delaware,"Wilmington (Newport)","100 Bennett Ct",1,0,N/A
1622957,"February 15, 2020",Delaware,Dover,"900 block of Carvel Dr",0,0,N/A
1622947,"February 15, 2020",Delaware,Wilmington,"1706 Philadelphia Pike",0,0,N/A
1622249,"February 15, 2020",Delaware,Wilmington,"2300 block of Pine St",0,1,N/A
1622247,"February 15, 2020",Delaware,Newark,"4000 block of Ogletown Stanton Rd",0,1,N/A
1622478,"February 14, 2020",Delaware,Seaford,"700 block of Norman Eskridge Hwy",0,0,N/A
1628625,"February 13, 2020",Delaware,Wilmington,"1000 block of N Pine St",0,0,N/A
1625865,"February 13, 2020",Delaware,Lincoln,"300 block of Cedar Dr",0,0,N/A
1619792,"February 11, 2020",Delaware,Wilmington,"300 block of N Broom St",0,1,N/A
1619794,"February 11, 2020",Delaware,Seaford,"24000 block of Middlecord Circle",0,0,N/A
1619076,"February 11, 2020",Delaware,Wilmington,"800 block of N Adams St",0,1,N/A
1619529,"February 10, 2020",Delaware,"New Castle","4060 N DuPont Hwy",0,0,N/A
1619064,"February 10, 2020",Delaware,Dover,"200 block of W Reed St",1,4,N/A
1618050,"February 7, 2020",Delaware,Magnolia,"100 block of Terry Dr",0,0,N/A
1614929,"February 5, 2020",Delaware,Wilmington,"2212 N Market St",1,0,N/A
1613761,"February 4, 2020",Delaware,Dover,"100 block of Creekbend Dr",0,0,N/A
1677146,"February 2, 2020",Delaware,Magnolia,"50 block of Terry Dr",0,0,N/A
1612664,"February 2, 2020",Delaware,Wilmington,"50 block of W 27th St",0,1,N/A
1611891,"February 1, 2020",Delaware,Georgetown,"100 block of Garden Cir",0,1,N/A
1617010,"January 31, 2020",Delaware,Milford,"900 block of SE Front St",0,0,N/A
1608208,"January 29, 2020",Delaware,Frederica,"100 block of Maple Dr",0,0,N/A
1610154,"January 29, 2020",Delaware,Dover,"500 Persimmon Tree Ln",0,0,N/A
1609298,"January 29, 2020",Delaware,Dover,"400 block of Sussex Ave",0,0,N/A
1609050,"January 29, 2020",Delaware,Wilmington,"600 block of E 6th St",0,1,N/A
